,appid,tags,genre
82,814380,"['Souls-like', 'Difficult', 'Action', 'Singleplayer', 'Ninja', 'Stealth', 'Adventure', 'Third Person', 'Open World', 'Story Rich', 'Violent', 'Atmospheric', 'Assassin', 'Dark Fantasy', 'Hack and Slash', 'Great Soundtrack', 'RPG', 'Gore', 'Dark', 'Rhythm']","Action, Adventure"
83,466240,"['PvP', 'Multiplayer', 'Horror', 'Free to Play', 'Social Deduction', 'FPS', 'Shooter', 'First-Person', 'Strategy', 'Funny', 'Choices Matter', 'Psychological Horror', 'Action', 'Zombies', 'Psychological', 'Mystery', 'Atmospheric', 'Survival', 'Survival Horror', 'Co-op']","Action, Free to Play, Indie"
84,1046930,"['Free to Play', 'Strategy', 'Casual', 'Auto Battler', 'Multiplayer', 'Tactical', 'Chess', 'Turn-Based Tactics', 'Turn-Based', 'Mature', 'Competitive', 'Fantasy', 'Card Game', 'Board Game', 'Singleplayer', 'Deckbuilding', 'Co-op', 'Automation', 'PvP', 'MOBA']","Casual, Free to Play, Strategy"
85,204360,"['2D', 'Online Co-Op', 'Funny', ""Beat 'em up"", 'Hack and Slash', 'Co-op', 'Adventure', '4 Player Local', 'Local Co-Op', 'Multiplayer', 'Local Multiplayer', 'Action', 'Singleplayer', 'Medieval', 'Cartoony', 'Cute', 'RPG', 'Comedy', 'Arcade', 'Casual']","Action, Adventure, Casual, Indie, RPG"
86,632360,"['Third-Person Shooter', 'Action Roguelike', 'Multiplayer', 'Action', 'Rogue-lite', 'Co-op', 'Looter Shooter', 'Rogue-like', 'Loot', 'Shooter', 'Online Co-Op', 'Difficult', 'Third Person', 'Indie', 'Survival', 'Singleplayer', 'Soundtrack', 'Great Soundtrack', 'Early Access', 'Bullet Hell']","Action, Indie"
87,377160,"['Open World', 'Post-apocalyptic', 'Singleplayer', 'Exploration', 'RPG', 'Adventure', 'Atmospheric', 'Shooter', 'First-Person', 'Story Rich', 'Action', 'Sci-fi', 'FPS', 'Action RPG', 'Sandbox', 'Great Soundtrack', 'Third Person', 'Survival', 'Third-Person Shooter', 'Character Customization']",RPG
88,203160,"['Adventure', 'Action', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Story Rich', 'Third-Person Shooter', 'Multiplayer', 'Exploration', 'Action-Adventure', 'Quick-Time Events', 'Atmospheric', 'Shooter', 'Puzzle', 'Stealth', 'Cinematic', 'Platformer', 'RPG', 'Reboot', '3D Vision']","Action, Adventure"
89,289070,"['Strategy', 'Turn-Based Strategy', 'Multiplayer', 'Historical', 'Singleplayer', 'Turn-Based', 'Grand Strategy', '4X', 'War', 'Simulation', 'City Builder', 'Tactical', 'Building', 'Management', 'Great Soundtrack', 'Moddable', 'Online Co-Op', 'Co-op', 'Hex Grid', 'Atmospheric']",Strategy
90,40,"['Action', 'FPS', 'Classic', 'Multiplayer', 'Shooter', 'First-Person', 'Arena Shooter', 'Old School', 'Sci-fi', 'Competitive', 'Fast-Paced', 'Retro', 'Gore', 'Co-op', 'Difficult', ""1990's""]",Action
91,275850,"['Open World', 'Open World Survival Craft', 'Space', 'Exploration', 'Sci-fi', 'Survival', 'Procedural Generation', 'Adventure', 'First-Person', 'Sandbox', 'Singleplayer', 'Multiplayer', 'Atmospheric', 'Crafting', 'Space Sim', 'Indie', 'Action', 'Simulation', 'FPS', 'VR']","Action, Adventure"
92,333930,"['Hero Shooter', 'Free to Play', 'FPS', 'Multiplayer', 'Shooter', 'Action', 'Team-Based', 'First-Person', 'Fast-Paced', 'Co-op', 'PvP', 'Class-Based', 'Competitive', 'Massively Multiplayer', 'Parkour', 'Post-apocalyptic', 'Controller', 'Singleplayer', 'Open World', 'Gore']","Action, Free to Play"
93,107410,"['Action', 'Military', 'Multiplayer', 'Simulation', 'Shooter', 'Realistic', 'First-Person', 'Open World', 'Tactical', 'FPS', 'War', 'Co-op', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Combat', 'Online Co-Op', 'Team-Based', 'Third-Person Shooter']","Action, Simulation, Strategy"
94,278360,"['Adventure', 'First-Person', 'Parkour', 'Singleplayer', 'Indie', 'Atmospheric', 'Platformer', 'Story Rich', 'Puzzle', '3D Platformer', 'Fantasy', 'Casual', 'Short', 'Sci-fi', 'Relaxing', 'Narration', 'Action', 'Great Soundtrack', 'Family Friendly', 'Difficult']","Adventure, Casual, Indie"
95,1203220,"['Battle Royale', 'Multiplayer', 'Martial Arts', 'PvP', 'Female Protagonist', 'Action', 'Survival', 'Hack and Slash', 'Third Person', 'Character Customization', 'Massively Multiplayer', 'Swordplay', 'Fighting', 'Parkour', 'Adventure', 'Anime', 'Hentai', 'Violent', 'Mature', 'Gore']","Action, Adventure, Massively Multiplayer"
96,219990,"['Action RPG', 'Hack and Slash', 'Dark Fantasy', 'RPG', 'Loot', 'Dungeon Crawler', 'Co-op', 'Dark', 'Multiplayer', 'Singleplayer', 'Fantasy', 'Action', 'Adventure', 'Isometric', 'Atmospheric', 'Post-apocalyptic', 'Indie', 'Zombies', 'Kickstarter', 'Crowdfunded']","Action, Adventure, Indie, RPG"
97,588430,"['Free to Play', 'Base-Building', 'Survival', 'Post-apocalyptic', 'Singleplayer', 'Simulation', 'Management', 'Strategy', '2D', 'Building', 'Casual', 'Crafting', 'Adventure', 'Sandbox', 'RPG', 'Multiplayer', 'Funny', 'Atmospheric', 'Action', 'Great Soundtrack']","Free to Play, RPG, Simulation"
98,250900,"['Action Roguelike', 'Rogue-like', 'Indie', 'Replay Value', 'Difficult', 'Pixel Graphics', 'Dungeon Crawler', 'Great Soundtrack', 'Singleplayer', 'Dark', '2D', 'Remake', 'Local Co-Op', 'Gore', 'Procedural Generation', 'Rogue-lite', 'Atmospheric', 'Action', 'Co-op', 'Horror']",Action
99,360,"['Action', 'FPS', 'Multiplayer', 'Shooter', 'Sci-fi', 'First-Person', 'Classic', 'Remake', 'Adventure', 'Fast-Paced', 'Competitive', 'Horror', 'Atmospheric', 'Singleplayer']",Action
100,108600,"['Survival', 'Zombies', 'Open World', 'Open World Survival Craft', 'Multiplayer', 'Sandbox', 'Post-apocalyptic', 'Co-op', 'Crafting', 'Indie', 'Simulation', 'Building', 'RPG', 'Survival Horror', 'Realistic', 'Isometric', 'Singleplayer', 'Early Access', '2D', 'Adventure']","Indie, RPG, Simulation, Early Access"
101,221100,"['Survival', 'Zombies', 'Multiplayer', 'Open World', 'Action', 'PvP', 'Shooter', 'Massively Multiplayer', 'Horror', 'Post-apocalyptic', 'Simulation', 'FPS', 'Early Access', 'First-Person', 'Survival Horror', 'Sandbox', 'Adventure', 'Co-op', 'Atmospheric', 'Indie']","Action, Adventure, Massively Multiplayer"
102,10180,"['Action', 'FPS', 'Multiplayer', 'Shooter', 'First-Person', 'Singleplayer', 'War', 'Military', 'Co-op', 'Online Co-Op', 'PvP', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Adventure', 'Tactical', 'Controller', 'Linear', 'Strategy', 'Moddable']",Action
103,273110,"['Free to Play', 'Zombies', 'Multiplayer', 'Sandbox', 'FPS', 'Shooter', 'Action', 'Gore', 'First-Person', 'Co-op', 'Online Co-Op', 'PvP', 'Massively Multiplayer', 'Singleplayer', 'PvE', 'Mod', 'Funny', 'Walking Simulator', 'Horror', 'Indie']","Action, Casual, Free to Play, Massively Multiplayer"
104,374320,"['Souls-like', 'Dark Fantasy', 'Difficult', 'RPG', 'Atmospheric', 'Lore-Rich', 'Third Person', 'Exploration', 'Story Rich', 'Action RPG', 'Co-op', 'Great Soundtrack', 'Adventure', 'Action', 'PvP', 'Multiplayer', 'Open World', 'Singleplayer', 'Character Customization', 'Replay Value']",Action
105,387990,"['Building', 'Sandbox', 'Open World', 'Survival', 'Multiplayer', 'Crafting', 'Physics', 'Base-Building', 'Co-op', 'Singleplayer', 'First-Person', 'Third Person', 'Adventure', 'Funny', 'Early Access', 'Simulation', 'Action', 'Indie', 'Moddable', 'Online Co-Op']","Action, Adventure, Indie, Simulation, Early Access"
106,489830,"['Open World', 'RPG', 'Adventure', 'Singleplayer', 'Fantasy', 'Character Customization', 'Dragons', 'Moddable', 'Story Rich', 'Magic', 'First-Person', 'Action', 'Atmospheric', 'Great Soundtrack', 'Third Person', 'Stealth', 'Classic', 'Remake', 'Female Protagonist', 'Walking Simulator']",RPG
107,439700,"['Massively Multiplayer', 'Survival', 'Free to Play', 'Multiplayer', 'Shooter', 'Zombies', 'Open World', 'Action', 'FPS', 'Adventure', 'Battle Royale', 'Co-op', 'PvP', ""Beat 'em up"", 'Third-Person Shooter', 'Gaming', 'Gore', 'Atmospheric', '3D Vision', 'Singleplayer']",Massively Multiplayer
108,427520,"['Automation', 'Base-Building', 'Resource Management', 'Sandbox', 'Crafting', 'Strategy', 'Multiplayer', 'Survival', 'Management', 'Open World', 'Co-op', 'Building', '2D', 'Moddable', 'Singleplayer', 'Trains', 'Simulation', 'Pixel Graphics', 'City Builder', 'Indie']","Casual, Indie, Simulation, Strategy"
109,844870,"['Anime', 'Free to Play', 'Character Customization', 'Multiplayer', 'Action', 'PvP', 'Fantasy', 'Fighting', 'Third Person', 'Co-op', 'Massively Multiplayer', 'Sexual Content', 'PvE', 'Early Access', 'Online Co-Op', 'Character Action Game', 'Hack and Slash', 'Competitive', 'Controller', ""Beat 'em up""]","Action, Free to Play, Early Access"
110,322170,"['Difficult', 'Music', 'Great Soundtrack', 'Precision Platformer', 'Level Editor', 'Rhythm', '2D', 'Colorful', 'Singleplayer', 'Platformer', 'Character Customization', 'Arcade', 'Indie', 'Side Scroller', 'Action', 'Funny', 'Family Friendly', 'Casual', 'Strategy', 'Adventure']","Action, Indie"
111,2630,"['Action', 'World War II', 'FPS', 'Multiplayer', 'Singleplayer', 'Shooter', 'War', 'Classic', 'First-Person', 'Historical', 'Military', 'Atmospheric', 'Story Rich', 'Co-op', 'Adventure', 'Controller', 'Casual', 'Online Co-Op', 'Zombies', 'Simulation']",Action
112,273350,"['Action', 'Multiplayer', 'Co-op', 'FPS', 'Online Co-Op', 'Shooter', 'Team-Based', 'Survival', 'Sci-fi', 'Aliens', 'PvP', 'First-Person', 'Class-Based', 'Strategy', 'Atmospheric', 'Third Person', 'Tactical', 'Singleplayer', 'Stealth', 'Casual']","Action, Free to Play"
113,365590,"['Open World', 'Looter Shooter', 'Multiplayer', 'Third-Person Shooter', 'Action', 'Co-op', 'Shooter', 'RPG', 'Online Co-Op', 'Post-apocalyptic', 'Survival', 'Massively Multiplayer', 'Tactical', 'Third Person', 'Singleplayer', 'MMORPG', 'Adventure', 'Atmospheric', 'FPS', 'Stealth']","Action, Adventure, RPG"
114,582660,"['MMORPG', 'Massively Multiplayer', 'RPG', 'Open World', 'Character Customization', 'Adventure', 'Fantasy', 'Action', 'Strategy', '3D', 'Simulation', 'Atmospheric', 'Crafting', 'Medieval', 'Cooking', 'Magic', 'PvP', 'Multiplayer', 'War', 'Combat']","Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy"
115,700330,"['Free to Play', 'Horror', 'Multiplayer', 'First-Person', 'Co-op', 'Survival Horror', 'Shooter', 'Online Co-Op', 'Action', 'FPS', 'Memes', 'Sci-fi', 'Survival', 'Psychological Horror', 'Atmospheric', 'Strategy', 'Difficult', 'Indie', 'Adventure', 'Fantasy']","Action, Free to Play"
116,363970,"['Clicker', 'Free to Play', 'Casual', 'Singleplayer', '2D', 'Indie', 'Addictive', 'Funny', 'RPG', 'Adventure', 'Fantasy', 'Family Friendly', 'Strategy', 'Simulation', 'Multiplayer', 'Idler', 'Touch-Friendly', 'Management', 'Action', 'Illuminati']","Adventure, Casual, Free to Play, Indie, RPG, Simulation, Strategy"
117,285800,"['Strategy', 'RPG', 'Turn-Based Strategy', 'Indie', 'Turn-Based', 'Casual', 'Fantasy', 'Adventure', 'Hex Grid', 'Singleplayer', 'Hand-drawn', 'Tactical RPG', 'Atmospheric', 'Touch-Friendly', 'Story Rich', '2D', 'Classic', 'Turn-Based Combat', 'Tactical', 'Great Soundtrack']","Adventure, Casual, Indie, RPG, Strategy"
118,976730,"['Great Soundtrack', 'FPS', 'Classic', 'Multiplayer', 'Story Rich', 'Sci-fi', 'Co-op', 'First-Person', 'Epic', 'Action', 'Shooter', 'Singleplayer', 'Aliens', 'Lore-Rich', 'Beautiful', 'Space', 'Atmospheric', 'Adventure', 'Horror', 'Online Co-Op']",Action
119,253710,"['Free to Play', 'Hunting', 'Multiplayer', 'Open World', 'Simulation', 'Shooter', 'Co-op', 'First-Person', 'Survival', 'Realistic', 'Online Co-Op', 'Adventure', 'FPS', 'Sports', 'Singleplayer', 'Action', 'Stealth', 'Strategy', 'Massively Multiplayer', 'Casual']","Action, Adventure, Free to Play, Simulation, Sports"
120,813820,"['Battle Royale', 'Free to Play', 'Multiplayer', 'Shooter', 'Survival', 'Early Access', 'PvP', 'Action', 'Third-Person Shooter', 'Third Person', 'FPS', 'Competitive', 'Team-Based', 'Fantasy', 'Massively Multiplayer', 'Open World', 'Co-op', 'Online Co-Op', 'Memes', 'Singleplayer']","Action, Free to Play, Early Access"
121,219740,"['Survival', 'Open World Survival Craft', 'Crafting', 'Adventure', 'Indie', 'Sandbox', 'Singleplayer', 'Perma Death', 'Open World', 'Exploration', 'Multiplayer', 'Rogue-like', 'Replay Value', 'Moddable', 'Difficult', 'Simulation', '2D', 'Top-Down', 'Survival Horror', 'Horror']","Adventure, Indie, Simulation"
122,1172620,"['Adventure', 'Multiplayer', 'Open World', 'Pirates', 'Co-op', 'Action', 'Online Co-Op', 'Sailing', 'PvP', 'First-Person', 'Exploration', 'Naval', 'Funny', 'PvE', 'Atmospheric', 'Massively Multiplayer', 'Swordplay', 'Great Soundtrack', 'FPS', 'Singleplayer']","Action, Adventure"
123,242050,"['Pirates', 'Open World', 'Assassin', 'Action', 'Adventure', 'Stealth', 'Parkour', 'Third Person', 'Naval', 'Multiplayer', 'Historical', 'Story Rich', 'Singleplayer', 'Exploration', 'Action-Adventure', 'Naval Combat', 'Atmospheric', 'RPG', 'Sandbox', 'Mature']","Action, Adventure"
124,30,"['FPS', 'World War II', 'Multiplayer', 'Shooter', 'Action', 'War', 'Team-Based', 'Classic', 'First-Person', 'Class-Based', 'Military', 'Historical', 'Tactical', 'Singleplayer', 'Co-op', 'Difficult', 'Old School', 'Retro', 'World War I', 'Strategy']",Action
125,219640,"['Medieval', 'Multiplayer', 'Action', 'Gore', 'First-Person', 'Swordplay', 'Violent', 'PvP', 'Indie', 'Third Person', 'Competitive', 'Team-Based', 'Hack and Slash', 'Co-op', 'Historical', 'FPS', 'Class-Based', 'Atmospheric', 'Simulation', 'Difficult']","Action, Indie"
126,594570,"['Strategy', 'Fantasy', 'Turn-Based Strategy', 'RTS', 'Grand Strategy', 'War', 'Multiplayer', 'Games Workshop', 'Action', 'Turn-Based', 'Singleplayer', 'Dark Fantasy', 'Co-op', 'Tactical', 'Real Time Tactics', 'Story Rich', 'Atmospheric', 'Dinosaurs', 'Great Soundtrack', 'Warhammer 40K']","Action, Strategy"
127,221380,"['Strategy', 'RTS', 'Medieval', 'Multiplayer', 'Classic', 'Historical', 'Base-Building', 'City Builder', 'Resource Management', 'Singleplayer', 'Tactical', 'Real-Time', 'Co-op', 'Competitive', 'Replay Value', 'Remake', '2D', 'Isometric', 'Action', 'Adventure']",Strategy
128,319630,"['Story Rich', 'Choices Matter', 'Great Soundtrack', 'Female Protagonist', 'Time Travel', 'Atmospheric', 'Episodic', 'Singleplayer', 'Adventure', 'Time Manipulation', 'Multiple Endings', 'Mystery', 'Third Person', 'Point & Click', 'Indie', 'Walking Simulator', 'Casual', 'Action', 'Memes', 'LGBTQ+']","Action, Adventure"
129,12120,"['Open World', 'Action', 'Crime', 'Classic', 'Automobile Sim', 'Third Person', 'Multiplayer', 'Singleplayer', 'Shooter', 'Driving', 'Story Rich', 'Adventure', 'Sandbox', 'Mature', 'Great Soundtrack', 'Third-Person Shooter', 'Moddable', 'Atmospheric', 'Funny', 'Comedy']",Action
130,109600,"['Free to Play', 'MMORPG', 'RPG', 'Massively Multiplayer', 'Adventure', 'Multiplayer', 'Fantasy', 'Action', 'Open World', 'Character Customization', 'Co-op', 'Dungeons & Dragons', 'PvP', 'Dragons', 'Action RPG', 'Third Person', 'PvE', 'Hack and Slash', 'Atmospheric', 'Zombies']","Action, Adventure, Free to Play, Massively Multiplayer, RPG"
131,1145360,"['Action Roguelike', 'Rogue-lite', 'Indie', 'Hack and Slash', 'Action', 'Mythology', 'RPG', 'Rogue-like', 'Great Soundtrack', 'Singleplayer', 'Story Rich', 'Dungeon Crawler', 'Replay Value', 'Isometric', 'Difficult', 'Action RPG', 'Hand-drawn', 'Atmospheric', 'Perma Death', 'Souls-like']","Action, Indie, RPG"
132,300,"['FPS', 'World War II', 'Multiplayer', 'Action', 'Shooter', 'Military', 'Team-Based', 'War', 'First-Person', 'Historical', 'Class-Based', 'Classic', 'Tactical', 'Realistic', 'Online Co-Op', 'Gore', 'Strategy', 'Massively Multiplayer', 'Simulation', 'Comedy']",Action
133,238460,"['Co-op', 'Funny', 'Platformer', 'Comedy', 'Level Editor', 'Multiplayer', 'Local Co-Op', 'Cats', '2D', 'Online Co-Op', 'Action', 'Side Scroller', 'Local Multiplayer', 'Casual', 'Singleplayer', '2D Platformer', 'Puzzle-Platformer', 'Indie', 'Narration', 'Puzzle']","Action, Adventure, Casual, Indie"
134,22380,"['Open World', 'RPG', 'Post-apocalyptic', 'Singleplayer', 'Moddable', 'Exploration', 'Story Rich', 'First-Person', 'Action', 'Adventure', 'Sci-fi', 'FPS', 'Western', 'Atmospheric', 'Action RPG', 'Survival', 'Character Customization', 'Sandbox', 'Shooter', 'Third Person']","Action, RPG"
135,883710,"['Zombies', 'Survival Horror', 'Horror', 'Remake', 'Singleplayer', 'Third Person', 'Gore', 'Action', 'Atmospheric', 'Puzzle', 'Violent', 'Story Rich', 'Classic', 'Survival', 'Multiplayer', 'Female Protagonist', 'Dark', 'Adventure', 'Shooter', 'Difficult']",Action
136,394360,"['Strategy', 'World War II', 'Grand Strategy', 'War', 'Historical', 'Military', 'Alternate History', 'Multiplayer', 'Simulation', 'Tactical', 'Real-Time with Pause', 'Singleplayer', 'RTS', 'Diplomacy', 'Sandbox', 'Co-op', 'Great Soundtrack', 'Open World', 'Action', 'Casual']","Simulation, Strategy"
137,268500,"['Strategy', 'Turn-Based', 'Turn-Based Strategy', 'Tactical', 'Turn-Based Tactics', 'Aliens', 'Sci-fi', 'Character Customization', 'Singleplayer', 'Difficult', 'Multiplayer', 'RPG', 'Moddable', 'Perma Death', 'Futuristic', 'Action', 'Atmospheric', 'Great Soundtrack', 'Co-op', 'Open World']",Strategy
138,50,"['FPS', 'Action', 'Classic', 'Sci-fi', 'Singleplayer', 'Shooter', 'First-Person', 'Aliens', ""1990's"", 'Adventure', 'Atmospheric', 'Military', 'Story Rich', 'Silent Protagonist', 'Great Soundtrack', 'Gore', 'Puzzle', 'Co-op', 'Moddable', 'Retro']",Action
139,863550,"['Stealth', 'Assassin', 'Action', 'Singleplayer', 'Third Person', 'Multiplayer', 'Violent', 'Open World', 'Sandbox', 'Strategy', 'Puzzle', 'Gore', 'Atmospheric', 'Shooter', 'Third-Person Shooter', 'Co-op', 'Funny', 'Online Co-Op', 'Great Soundtrack', 'Nudity']",Action
140,231430,"['Strategy', 'World War II', 'RTS', 'Multiplayer', 'Tactical', 'Historical', 'War', 'Military', 'Singleplayer', 'Co-op', 'Online Co-Op', 'Tanks', 'Base-Building', 'Real-Time', 'Action', 'Real-Time with Pause', 'Atmospheric', 'Simulation', 'Great Soundtrack', 'Adventure']",Strategy
141,223470,"['Violent', 'Open World', 'First-Person', 'Dark Humor', 'Mature', 'Comedy', 'Funny', 'Sandbox', 'Third Person', 'Moddable', 'Gore', 'FPS', 'Action', 'Dark Comedy', 'Multiplayer', 'Shooter', 'Singleplayer', 'Classic', 'Adventure', 'Satire']","Action, Adventure, Indie"
142,311210,"['Multiplayer', 'FPS', 'Zombies', 'Shooter', 'Action', 'First-Person', 'Singleplayer', 'Co-op', 'Futuristic', 'Illuminati', 'Hero Shooter', 'Robots', 'Sci-fi', 'Gore', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Parkour', 'Quick-Time Events', 'Simulation']","Action, Adventure"
143,1238810,"['FPS', 'World War II', 'Multiplayer', 'Shooter', 'Singleplayer', 'War', 'Military', 'First-Person', 'PvP', 'Combat', 'Massively Multiplayer', 'Open World', 'Action', 'Historical', 'Destruction', 'Atmospheric', 'Battle Royale', 'Violent', 'Sexual Content', 'Female Protagonist']",Action
144,555570,"['Zombies', 'Free to Play', 'Survival', 'Multiplayer', 'Open World', 'Massively Multiplayer', 'FPS', 'Action', 'Shooter', 'PvP', 'Co-op', 'Survival Horror', 'RPG', 'Adventure', 'Violent', 'Horror', 'Third-Person Shooter', 'PvE', 'Indie', 'Walking Simulator']","Action, Free to Play, Indie, Massively Multiplayer, RPG"
145,225840,"['FPS', 'Co-op', 'Online Co-Op', 'Shooter', ""Shoot 'Em Up"", 'Team-Based', 'Retro', ""1990's"", 'Casual', 'PvE', 'First-Person', '3D', 'Third Person', 'Free to Play', 'Conversation', 'Action', 'Puzzle', 'Survival', 'Moddable', 'Combat']","Action, Casual, Free to Play, Indie"
146,306130,"['RPG', 'MMORPG', 'Open World', 'Adventure', 'Fantasy', 'Exploration', 'Multiplayer', 'Singleplayer', 'Action', 'Massively Multiplayer', 'PvP', 'Character Customization', 'PvE', 'Lore-Rich', 'Choose Your Own Adventure', 'Story Rich', 'Class-Based', 'Magic', 'Action RPG', 'Atmospheric']","Action, Adventure, Massively Multiplayer, RPG"
147,8870,"['FPS', 'Story Rich', 'Action', 'Singleplayer', 'Steampunk', 'Atmospheric', 'Shooter', 'First-Person', 'Beautiful', 'Alternate History', 'Adventure', 'Great Soundtrack', 'Dystopian ', 'Sci-fi', 'Time Travel', 'Fantasy', 'Gore', 'Linear', 'RPG', 'Immersive']",Action
